question,source,retrieved_doc_ids
What are the prohibited actions in relation to modern slavery or human trafficking as outlined in the paragraph?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AI Adopt Program - Sample Grant Agreement DOCX.docx.pdf']"
What are the key undertakings and requirements related to Modern Slavery that the Contractor must comply with according to the paragraph?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf']"
What action must the Contractor take upon becoming aware of any breach of clause 12 in the agreement with ASC Shipbuilding?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf']"
What is the Contractor required to do in terms of indemnity according to the Agreement?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What restrictions are placed on the Contractor regarding public announcements or statements related to the Agreement and the Hunter Class Frigate Program?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf']"
What security requirements must the Contractor comply with according to the paragraph?,['Minor Services Agreement.docx.pdf'],"['230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What program will manage the Cyberworthiness outcomes of the Hunter Class Frigate Program?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', '16  - AIDCC TASCRC Project Exemplar.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What requirements and procedures must the Contractor comply with in relation to facility and ICT system accreditation according to the Schedule and Principle 73 of the DSPF?,['Minor Services Agreement.docx.pdf'],"['230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What actions should be taken in case of a security incident involving security classified information under the Agreement?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What approvals and considerations are required for the transmission of COMSEC material overseas according to the contract clause 16?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf']"
What laws and regulations does the Contractor need to comply with regarding import and export control in fulfilling its obligations under the Agreement?,['Minor Services Agreement.docx.pdf'],"['230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf']"
What action should the Contractor take if a third party is deemed unacceptable to ASC Shipbuilding according to the clause?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What obligations does the Contractor have regarding Indigenous Engagement according to the paragraph?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf']"
What information does the Contractor acknowledge and agree to BAE Systems publishing or reporting?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf']"
What must the Contractor ensure regarding the Foreground IP and ASC Shipbuilding according to the paragraph?,['Minor Services Agreement.docx.pdf'],"['230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What does the Contractor need to ensure regarding ASC Shipbuilding and Third Party IP licenses?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf']"
What must the Contractor ensure regarding the markings used in relation to Intellectual Property?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What will happen if the Contractor is insolvent or has an administrator or a receiver and manager appointed according to the contract terms?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What are the entitlements of the party giving a Step In Notice according to the document?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf']"
"What items are included in the plant, equipment, or other items that the Contractor is using in connection with the Relevant Work?",['Minor Services Agreement.docx.pdf'],"['100100 - AIS Water - Pool Chlorinator Product Assembly - 01 12 2023.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '100100 - AIS Water - Pool Chlorinator Product Assembly - 01 12 2023.pdf', 'Minor Services Agreement.docx.pdf']"
"What assistance, information, and access to documents is the Contractor required to provide in connection with the exercise of Step In Rights according to the document?",['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf']"
What actions are required of the Contractor regarding conflict of interest according to clause 23 of the agreement?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf']"
What are the key obligations of the Contractor regarding the Personal Information in this Agreement?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf']"
What provisions should the Contractor ensure in any Subcontract entered into for the purposes of fulfilling its obligations under this Agreement?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf']"
What obligations does the Contractor have regarding the utilization of Services and subcontracts in relation to offset obligations?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf']"
What are the Contractor's obligations regarding the GFM and PFM in relation to ASC Shipbuilding and the Commonwealth in the Hunter Class Frigate Program?,['Minor Services Agreement.docx.pdf'],"['AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf']"
What policies of general application relevant or applicable to this Agreement must the Contractor comply with according to the paragraph?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf']"
"What policies are detailed in the given paragraph related to post separation employment, management of unacceptable behavior, incident reporting, Australian Defence Force alcohol policy, and Public Interest Disclosure policy?",['Minor Services Agreement.docx.pdf'],"['230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf']"
What is the process to be followed in case of a dispute relating to the Services or this Agreement that the parties are unable to resolve between themselves?,['Minor Services Agreement.docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'QUT-CSIRO Agrmt Professorial Appointment - rev29.3.2019 with CSIR.._.docx.pdf', 'AI Adopt Program - Sample Grant Agreement DOCX.docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
"According to the paragraph, what is the order of precedence for the documents comprising this Agreement?",['Minor Services Agreement.docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf']"
What provisions survive the termination or earlier expiration of this Agreement?,['Minor Services Agreement.docx.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What is the Contractor Name and Address mentioned in the document?,['Minor Services Agreement.docx.pdf'],"['Minor Services Agreement.docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'Minor Services Agreement.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf']"
Who are the ministers involved in making the National Reconstruction Fund Corporation (Priority Areas) Declaration 2023?,['National Reconstruction Fund Corporation.docx.pdf'],"['National Reconstruction Fund Corporation.docx.pdf', 'F2023L00716.pdf', 'F2023L00716.pdf', 'F2023L00716.pdf']"
Under what authority is the National Reconstruction Fund Corporation (Priority Areas) Declaration 2023 made?,['National Reconstruction Fund Corporation.docx.pdf'],"['National Reconstruction Fund Corporation.docx.pdf', 'F2023L00716.pdf', 'F2023L00716.pdf', 'National Reconstruction Fund Corporation.docx.pdf']"
What is the definition of a plant product according to the given paragraph?,['National Reconstruction Fund Corporation.docx.pdf'],"['F2023L00716.pdf', 'National Reconstruction Fund Corporation.docx.pdf', 'F2023L00716.pdf', 'National Reconstruction Fund Corporation.docx.pdf']"
What is the definition of 'plant product' according to the given paragraph?,['National Reconstruction Fund Corporation.docx.pdf'],"['F2023L00716.pdf', 'F2023L00716.pdf', 'National Reconstruction Fund Corporation.docx.pdf', 'National Reconstruction Fund Corporation.docx.pdf']"
What is the definition of a road vehicle according to the given paragraph?,['National Reconstruction Fund Corporation.docx.pdf'],"['BRII Draft Application OLD.docx.pdf', 'BRII Draft Application OLD.docx (1).pdf', 'BRII Draft Application OLD.docx.pdf', 'National Reconstruction Fund Corporation.docx.pdf']"
"What is a priority area of the Australian economy for the purposes of the Act related to mining industry, manufacturing products for processing minerals, and processing minerals?",['National Reconstruction Fund Corporation.docx.pdf'],"['F2023L00716.pdf', 'National Reconstruction Fund Corporation.docx.pdf', 'F2023L00716.pdf', 'National Reconstruction Fund Corporation.docx.pdf']"
Who runs through how a donated bale is sorted at Salvation Army and explains the selection of items for each category?,['Notes.docx.pdf'],"['Notes.docx.pdf', ""Lewis' speech.docx.pdf"", ""Lewis' speech.docx (1).pdf"", ""Lewis' speech.docx (1).pdf""]"
What is the role of the nominated facilitator in each group and what are their responsibilities during the activities?,['Notes.docx.pdf'],"['Notes.docx.pdf', 'ARM Hub Concept Design Workshops Proposal Final.docx.pdf', 'YGCC workshop invite.docx.pdf', ""Lewis' speech.docx.pdf""]"
